NAME,FAMILY,TITLE,PRIORITY,BASELINE-IMPACT
RA-6,RISK ASSESSMENT,TECHNICAL SURVEILLANCE COUNTERMEASURES SURVEY,P0,
SA-1,SYSTEM AND SERVICES ACQUISITION,SYSTEM AND SERVICES ACQUISITION POLICY AND PROCEDURES,P1,"LOW,MODERATE,HIGH"
SA-2,SYSTEM AND SERVICES ACQUISITION,ALLOCATION OF RESOURCES,P1,"LOW,MODERATE,HIGH"
SA-3,SYSTEM AND SERVICES ACQUISITION,SYSTEM DEVELOPMENT LIFE CYCLE,P1,"LOW,MODERATE,HIGH"
SA-4,SYSTEM AND SERVICES ACQUISITION,ACQUISITION PROCESS,P1,"LOW,MODERATE,HIGH"
SA-4 (1),SYSTEM AND SERVICES ACQUISITION,FUNCTIONAL PROPERTIES OF SECURITY CONTROLS,,"MODERATE,HIGH"
SA-4 (2),SYSTEM AND SERVICES ACQUISITION,DESIGN / IMPLEMENTATION INFORMATION FOR SECURITY CONTROLS,,"MODERATE,HIGH"
SA-4 (3),SYSTEM AND SERVICES ACQUISITION,DEVELOPMENT METHODS / TECHNIQUES / PRACTICES,,
SA-4 (5),SYSTEM AND SERVICES ACQUISITION,SYSTEM / COMPONENT / SERVICE CONFIGURATIONS,,
SA-4 (6),SYSTEM AND SERVICES ACQUISITION,USE OF INFORMATION ASSURANCE PRODUCTS,,
SA-4 (7),SYSTEM AND SERVICES ACQUISITION,NIAP-APPROVED  PROTECTION PROFILES,,
SA-4 (8),SYSTEM AND SERVICES ACQUISITION,CONTINUOUS MONITORING PLAN,,
SA-4 (9),SYSTEM AND SERVICES ACQUISITION,FUNCTIONS / PORTS / PROTOCOLS / SERVICES IN USE,,"MODERATE,HIGH"
SA-4 (10),SYSTEM AND SERVICES ACQUISITION,USE OF APPROVED PIV PRODUCTS,,"LOW,MODERATE,HIGH"
SA-5,SYSTEM AND SERVICES ACQUISITION,INFORMATION SYSTEM DOCUMENTATION,P2,"LOW,MODERATE,HIGH"
SA-8,SYSTEM AND SERVICES ACQUISITION,SECURITY ENGINEERING PRINCIPLES,P1,"MODERATE,HIGH"
SA-9,SYSTEM AND SERVICES ACQUISITION,EXTERNAL INFORMATION SYSTEM SERVICES,P1,"LOW,MODERATE,HIGH"
SA-9 (1),SYSTEM AND SERVICES ACQUISITION,RISK ASSESSMENTS /GANIZATIONAL APPROVALS,,
SA-9 (2),SYSTEM AND SERVICES ACQUISITION,IDENTIFICATION OF FUNCTIONS / PORTS / PROTOCOLS / SERVICES,,"MODERATE,HIGH"
SA-9 (3),SYSTEM AND SERVICES ACQUISITION,ESTABLISH / MAINTAIN TRUST RELATIONSHIP WITH PROVIDERS,,
SA-9 (4),SYSTEM AND SERVICES ACQUISITION,CONSISTENT INTERESTS OF CONSUMERS AND PROVIDERS,,
SA-9 (5),SYSTEM AND SERVICES ACQUISITION,PROCESSING / STORAGE / SERVICE LOCATION,,
SA-10,SYSTEM AND SERVICES ACQUISITION,DEVELOPER CONFIGURATION MANAGEMENT,P1,"MODERATE,HIGH"
SA-10 (1),SYSTEM AND SERVICES ACQUISITION,SOFTWARE / FIRMWARE INTEGRITY VERIFICATION,,
SA-10 (2),SYSTEM AND SERVICES ACQUISITION,ALTERNATIVE CONFIGURATION MANAGEMENT PROCESSES,,
SA-10 (3),SYSTEM AND SERVICES ACQUISITION,HARDWARE INTEGRITY VERIFICATION,,
SA-10 (4),SYSTEM AND SERVICES ACQUISITION,TRUSTED GENERATION,,
SA-10 (5),SYSTEM AND SERVICES ACQUISITION,MAPPING INTEGRITY FOR VERSION CONTROL,,
SA-10 (6),SYSTEM AND SERVICES ACQUISITION,TRUSTED DISTRIBUTION,,
SA-11,SYSTEM AND SERVICES ACQUISITION,DEVELOPER SECURITY TESTING AND EVALUATION,P1,"MODERATE,HIGH"
SA-11 (1),SYSTEM AND SERVICES ACQUISITION,STATIC CODE ANALYSIS,,
SA-11 (2),SYSTEM AND SERVICES ACQUISITION,THREAT AND VULNERABILITY ANALYSES,,
SA-11 (3),SYSTEM AND SERVICES ACQUISITION,INDEPENDENT VERIFICATION OF ASSESSMENT PLANS / EVIDENCE,,
SA-11 (4),SYSTEM AND SERVICES ACQUISITION,MANUAL CODE REVIEWS,,
SA-11 (5),SYSTEM AND SERVICES ACQUISITION,PENETRATION TESTING,,
SA-11 (6),SYSTEM AND SERVICES ACQUISITION,ATTACK SURFACE REVIEWS,,
SA-11 (7),SYSTEM AND SERVICES ACQUISITION,VERIFY SCOPE OF TESTING / EVALUATION,,
SA-11 (8),SYSTEM AND SERVICES ACQUISITION,DYNAMIC CODE ANALYSIS,,
SA-12,SYSTEM AND SERVICES ACQUISITION,SUPPLY CHAIN PROTECTION,P1,HIGH
SA-12 (1),SYSTEM AND SERVICES ACQUISITION,ACQUISITION STRATEGIES / TOOLS / METHODS,,
SA-12 (2),SYSTEM AND SERVICES ACQUISITION,SUPPLIER REVIEWS,,
SA-12 (5),SYSTEM AND SERVICES ACQUISITION,LIMITATION OF HARM,,
SA-12 (7),SYSTEM AND SERVICES ACQUISITION,ASSESSMENTS PRIOR TO SELECTION / ACCEPTANCE / UPDATE,,
SA-12 (8),SYSTEM AND SERVICES ACQUISITION,USE OF ALL-SOURCE INTELLIGENCE,,
SA-12 (9),SYSTEM AND SERVICES ACQUISITION,OPERATIONS SECURITY,,
SA-12 (10),SYSTEM AND SERVICES ACQUISITION,VALIDATE AS GENUINE AND NOT ALTERED,,
SA-12 (11),SYSTEM AND SERVICES ACQUISITION,PENETRATION TESTING / ANALYSIS OF ELEMENTS / PROCESSES / ACTORS,,
SA-12 (12),SYSTEM AND SERVICES ACQUISITION,INTER-ORGANIZATIONAL AGREEMENTS,,
SA-12 (13),SYSTEM AND SERVICES ACQUISITION,CRITICAL INFORMATION SYSTEM COMPONENTS,,
SA-12 (14),SYSTEM AND SERVICES ACQUISITION,IDENTITY AND TRACEABILITY,,
SA-12 (15),SYSTEM AND SERVICES ACQUISITION,PROCESSES TO ADDRESS WEAKNESSES OR DEFICIENCIES,,
SA-13,SYSTEM AND SERVICES ACQUISITION,TRUSTWORTHINESS,P0,
SA-14,SYSTEM AND SERVICES ACQUISITION,CRITICALITY ANALYSIS,P0,
SA-15,SYSTEM AND SERVICES ACQUISITION,DEVELOPMENT PROCESS / STANDARDS / TOOLS,P2,HIGH
SA-15 (1),SYSTEM AND SERVICES ACQUISITION,QUALITY METRICS,,
SA-15 (2),SYSTEM AND SERVICES ACQUISITION,SECURITY TRACKING TOOLS,,
SA-15 (3),SYSTEM AND SERVICES ACQUISITION,CRITICALITY ANALYSIS,,
SA-15 (4),SYSTEM AND SERVICES ACQUISITION,THREAT MODELING / VULNERABILITY ANALYSIS,,
SA-15 (5),SYSTEM AND SERVICES ACQUISITION,ATTACK SURFACE REDUCTION,,
SA-15 (6),SYSTEM AND SERVICES ACQUISITION,CONTINUOUS IMPROVEMENT,,
SA-15 (7),SYSTEM AND SERVICES ACQUISITION,AUTOMATED VULNERABILITY ANALYSIS,,
SA-15 (8),SYSTEM AND SERVICES ACQUISITION,REUSE OF THREAT / VULNERABILITY INFORMATION,,
SA-15 (9),SYSTEM AND SERVICES ACQUISITION,USE OF LIVE DATA,,
SA-15 (10),SYSTEM AND SERVICES ACQUISITION,INCIDENT RESPONSE PLAN,,
SA-15 (11),SYSTEM AND SERVICES ACQUISITION,ARCHIVE INFORMATION SYSTEM / COMPONENT,,
SA-16,SYSTEM AND SERVICES ACQUISITION,DEVELOPER-PROVIDED TRAINING,P2,HIGH
SA-17,SYSTEM AND SERVICES ACQUISITION,DEVELOPER SECURITY ARCHITECTURE AND DESIGN,P1,HIGH
SA-17 (1),SYSTEM AND SERVICES ACQUISITION,FORMAL POLICY MODEL,,
SA-17 (2),SYSTEM AND SERVICES ACQUISITION,SECURITY-RELEVANT COMPONENTS,,
SA-17 (3),SYSTEM AND SERVICES ACQUISITION,FORMAL CORRESPONDENCE,,
SA-17 (4),SYSTEM AND SERVICES ACQUISITION,INFORMAL CORRESPONDENCE,,
SA-17 (5),SYSTEM AND SERVICES ACQUISITION,CONCEPTUALLY SIMPLE DESIGN,,
SA-17 (6),SYSTEM AND SERVICES ACQUISITION,STRUCTURE FOR TESTING,,
SA-17 (7),SYSTEM AND SERVICES ACQUISITION,STRUCTURE FOR LEAST PRIVILEGE,,
SA-18,SYSTEM AND SERVICES ACQUISITION,TAMPER RESISTANCE AND DETECTION,P0,
SA-18 (1),SYSTEM AND SERVICES ACQUISITION,MULTIPLE PHASES OF SDLC,,
SA-18 (2),SYSTEM AND SERVICES ACQUISITION,INSPECTION OF INFORMATION SYSTEMS / COMPONENTS / DEVICES,,
SA-19,SYSTEM AND SERVICES ACQUISITION,COMPONENT AUTHENTICITY,P0,
SA-19 (1),SYSTEM AND SERVICES ACQUISITION,ANTI-COUNTERFEIT TRAINING,,
SA-19 (2),SYSTEM AND SERVICES ACQUISITION,CONFIGURATION CONTROL FOR COMPONENT SERVICE / REPAIR,,
SA-19 (3),SYSTEM AND SERVICES ACQUISITION,COMPONENT DISPOSAL,,
SA-19 (4),SYSTEM AND SERVICES ACQUISITION,ANTI-COUNTERFEIT SCANNING,,
SA-20,SYSTEM AND SERVICES ACQUISITION,CUSTOMIZED DEVELOPMENT OF CRITICAL COMPONENTS,P0,
SA-21,SYSTEM AND SERVICES ACQUISITION,DEVELOPER SCREENING,P0,
SA-21 (1),SYSTEM AND SERVICES ACQUISITION,VALIDATION OF SCREENING,,
SA-22,SYSTEM AND SERVICES ACQUISITION,UNSUPPORTED SYSTEM COMPONENTS,P0,
SA-22 (1),SYSTEM AND SERVICES ACQUISITION,ALTERNATIVE SOURCES FOR CONTINUED SUPPORT,,
SC-1,SYSTEM AND COMMUNICATIONS PROTECTION,SYSTEM AND COMMUNICATIONS PROTECTION POLICY AND PROCEDURES,P1,"LOW,MODERATE,HIGH"
SC-2,SYSTEM AND COMMUNICATIONS PROTECTION,APPLICATION PARTITIONING,P1,"MODERATE,HIGH"
SC-2 (1),SYSTEM AND COMMUNICATIONS PROTECTION,INTERFACES FOR NON-PRIVILEGED USERS,,
SC-3,SYSTEM AND COMMUNICATIONS PROTECTION,SECURITY FUNCTION ISOLATION,P1,HIGH
SC-3 (1),SYSTEM AND COMMUNICATIONS PROTECTION,HARDWARE SEPARATION,,
SC-3 (2),SYSTEM AND COMMUNICATIONS PROTECTION,ACCESS / FLOW CONTROL FUNCTIONS,,
SC-3 (3),SYSTEM AND COMMUNICATIONS PROTECTION,MINIMIZE NONSECURITY FUNCTIONALITY,,
SC-3 (4),SYSTEM AND COMMUNICATIONS PROTECTION,MODULE COUPLING AND COHESIVENESS,,
SC-3 (5),SYSTEM AND COMMUNICATIONS PROTECTION,LAYERED STRUCTURES,,
SC-4,SYSTEM AND COMMUNICATIONS PROTECTION,INFORMATION IN SHARED RESOURCES,P1,"MODERATE,HIGH"
SC-4 (2),SYSTEM AND COMMUNICATIONS PROTECTION,PERIODS PROCESSING,,
SC-5,SYSTEM AND COMMUNICATIONS PROTECTION,DENIAL OF SERVICE PROTECTION,P1,"LOW,MODERATE,HIGH"
SC-5 (1),SYSTEM AND COMMUNICATIONS PROTECTION,RESTRICT INTERNAL USERS,,
SC-5 (2),SYSTEM AND COMMUNICATIONS PROTECTION,EXCESS CAPACITY / BANDWIDTH / REDUNDANCY,,
SC-5 (3),SYSTEM AND COMMUNICATIONS PROTECTION,DETECTION / MONITORING,,
SC-6,SYSTEM AND COMMUNICATIONS PROTECTION,RESOURCE AVAILABILITY,P0,
SC-7,SYSTEM AND COMMUNICATIONS PROTECTION,BOUNDARY PROTECTION,P1,"LOW,MODERATE,HIGH"
SC-7 (3),SYSTEM AND COMMUNICATIONS PROTECTION,ACCESS POINTS,,"MODERATE,HIGH"
SC-7 (4),SYSTEM AND COMMUNICATIONS PROTECTION,EXTERNAL TELECOMMUNICATIONS SERVICES,,"MODERATE,HIGH"
SC-7 (5),SYSTEM AND COMMUNICATIONS PROTECTION,DENY BY DEFAULT / ALLOW BY EXCEPTION,,"MODERATE,HIGH"
SC-7 (7),SYSTEM AND COMMUNICATIONS PROTECTION,PREVENT SPLIT TUNNELING FOR REMOTE DEVICES,,"MODERATE,HIGH"
SC-7 (8),SYSTEM AND COMMUNICATIONS PROTECTION,ROUTE TRAFFIC TO AUTHENTICATED PROXY SERVERS,,HIGH
SC-7 (9),SYSTEM AND COMMUNICATIONS PROTECTION,RESTRICT THREATENING OUTGOING COMMUNICATIONS TRAFFIC,,
SC-7 (10),SYSTEM AND COMMUNICATIONS PROTECTION,PREVENT UNAUTHORIZED EXFILTRATION,,
SC-7 (11),SYSTEM AND COMMUNICATIONS PROTECTION,RESTRICT INCOMING COMMUNICATIONS TRAFFIC,,
SC-7 (12),SYSTEM AND COMMUNICATIONS PROTECTION,HOST-BASED PROTECTION,,
SC-7 (13),SYSTEM AND COMMUNICATIONS PROTECTION,ISOLATION OF SECURITY TOOLS / MECHANISMS / SUPPORT COMPONENTS,,
SC-7 (14),SYSTEM AND COMMUNICATIONS PROTECTION,PROTECTS AGAINST UNAUTHORIZED PHYSICAL CONNECTIONS,,
SC-7 (15),SYSTEM AND COMMUNICATIONS PROTECTION,ROUTE PRIVILEGED NETWORK ACCESSES,,
SC-7 (16),SYSTEM AND COMMUNICATIONS PROTECTION,PREVENT DISCOVERY OF COMPONENTS / DEVICES,,
SC-7 (17),SYSTEM AND COMMUNICATIONS PROTECTION,AUTOMATED ENFORCEMENT OF PROTOCOL FORMATS,,
SC-7 (18),SYSTEM AND COMMUNICATIONS PROTECTION,FAIL SECURE,,HIGH
SC-7 (19),SYSTEM AND COMMUNICATIONS PROTECTION,BLOCKS COMMUNICATION FROM NON-ORGANIZATIONALLY CONFIGURED HOSTS,,
SC-7 (20),SYSTEM AND COMMUNICATIONS PROTECTION,DYNAMIC ISOLATION / SEGREGATION,,
SC-7 (21),SYSTEM AND COMMUNICATIONS PROTECTION,ISOLATION OF INFORMATION SYSTEM COMPONENTS,,HIGH
SC-7 (22),SYSTEM AND COMMUNICATIONS PROTECTION,SEPARATE SUBNETS FOR CONNECTING TO DIFFERENT SECURITY DOMAINS,,
SC-7 (23),SYSTEM AND COMMUNICATIONS PROTECTION,DISABLE SENDER FEEDBACK ON PROTOCOL VALIDATION FAILURE,,
SC-8,SYSTEM AND COMMUNICATIONS PROTECTION,TRANSMISSION CONFIDENTIALITY AND INTEGRITY,P1,"MODERATE,HIGH"
SC-8 (1),SYSTEM AND COMMUNICATIONS PROTECTION,CRYPTOGRAPHIC OR ALTERNATE PHYSICAL PROTECTION,,"MODERATE,HIGH"
SC-8 (2),SYSTEM AND COMMUNICATIONS PROTECTION,PRE / POST TRANSMISSION HANDLING,,
SC-8 (3),SYSTEM AND COMMUNICATIONS PROTECTION,CRYPTOGRAPHIC PROTECTION FOR MESSAGE EXTERNALS,,
SC-8 (4),SYSTEM AND COMMUNICATIONS PROTECTION,CONCEAL / RANDOMIZE COMMUNICATIONS,,
SC-10,SYSTEM AND COMMUNICATIONS PROTECTION,NETWORK DISCONNECT,P2,"MODERATE,HIGH"
SC-11,SYSTEM AND COMMUNICATIONS PROTECTION,TRUSTED PATH,P0,
SC-11 (1),SYSTEM AND COMMUNICATIONS PROTECTION,LOGICAL ISOLATION,,
SC-12,SYSTEM AND COMMUNICATIONS PROTECTION,CRYPTOGRAPHIC KEY ESTABLISHMENT AND MANAGEMENT,P1,"LOW,MODERATE,HIGH"
SC-12 (1),SYSTEM AND COMMUNICATIONS PROTECTION,AVAILABILITY,,HIGH
SC-12 (2),SYSTEM AND COMMUNICATIONS PROTECTION,SYMMETRIC KEYS,,
SC-12 (3),SYSTEM AND COMMUNICATIONS PROTECTION,ASYMMETRIC KEYS,,
SC-13,SYSTEM AND COMMUNICATIONS PROTECTION,CRYPTOGRAPHIC PROTECTION,P1,"LOW,MODERATE,HIGH"
SC-15,SYSTEM AND COMMUNICATIONS PROTECTION,COLLABORATIVE COMPUTING DEVICES,P1,"LOW,MODERATE,HIGH"
SC-15 (1),SYSTEM AND COMMUNICATIONS PROTECTION,PHYSICAL DISCONNECT,,
SC-15 (3),SYSTEM AND COMMUNICATIONS PROTECTION,DISABLING / REMOVAL IN SECURE WORK AREAS,,
SC-15 (4),SYSTEM AND COMMUNICATIONS PROTECTION,EXPLICITLY INDICATE CURRENT PARTICIPANTS,,
SC-16,SYSTEM AND COMMUNICATIONS PROTECTION,TRANSMISSION OF SECURITY ATTRIBUTES,P0,
SC-16 (1),SYSTEM AND COMMUNICATIONS PROTECTION,INTEGRITY VALIDATION,,
SC-17,SYSTEM AND COMMUNICATIONS PROTECTION,PUBLIC KEY INFRASTRUCTURE CERTIFICATES,P1,"MODERATE,HIGH"
SC-18,SYSTEM AND COMMUNICATIONS PROTECTION,MOBILE CODE,P2,"MODERATE,HIGH"
SC-18 (1),SYSTEM AND COMMUNICATIONS PROTECTION,IDENTIFY UNACCEPTABLE CODE / TAKE CORRECTIVE ACTIONS,,
SC-18 (2),SYSTEM AND COMMUNICATIONS PROTECTION,ACQUISITION / DEVELOPMENT / USE,,
SC-18 (3),SYSTEM AND COMMUNICATIONS PROTECTION,PREVENT DOWNLOADING / EXECUTION,,
SC-18 (4),SYSTEM AND COMMUNICATIONS PROTECTION,PREVENT AUTOMATIC EXECUTION,,
SC-18 (5),SYSTEM AND COMMUNICATIONS PROTECTION,ALLOW EXECUTION ONLY IN CONFINED ENVIRONMENTS,,
SC-19,SYSTEM AND COMMUNICATIONS PROTECTION,VOICE OVER INTERNET PROTOCOL,P1,"MODERATE,HIGH"
SC-20,SYSTEM AND COMMUNICATIONS PROTECTION,SECURE NAME / ADDRESS RESOLUTION SERVICE (AUTHORITATIVE SOURCE),P1,"LOW,MODERATE,HIGH"
SC-20 (2),SYSTEM AND COMMUNICATIONS PROTECTION,DATA ORIGIN / INTEGRITY,,
SC-21,SYSTEM AND COMMUNICATIONS PROTECTION,SECURE NAME / ADDRESS RESOLUTION SERVICE (RECURSIVE OR CACHING RESOLVER),P1,"LOW,MODERATE,HIGH"
SC-22,SYSTEM AND COMMUNICATIONS PROTECTION,ARCHITECTURE AND PROVISIONING FOR NAME / ADDRESS RESOLUTION SERVICE,P1,"LOW,MODERATE,HIGH"
SC-23,SYSTEM AND COMMUNICATIONS PROTECTION,SESSION AUTHENTICITY,P1,"MODERATE,HIGH"
SC-23 (1),SYSTEM AND COMMUNICATIONS PROTECTION,INVALIDATE SESSION IDENTIFIERS AT LOGOUT,,
SC-23 (3),SYSTEM AND COMMUNICATIONS PROTECTION,UNIQUE SESSION IDENTIFIERS WITH RANDOMIZATION,,
SC-23 (5),SYSTEM AND COMMUNICATIONS PROTECTION,ALLOWED CERTIFICATE AUTHORITIES,,
SC-24,SYSTEM AND COMMUNICATIONS PROTECTION,FAIL IN KNOWN STATE,P1,HIGH
SC-25,SYSTEM AND COMMUNICATIONS PROTECTION,THIN NODES,P0,
SC-26,SYSTEM AND COMMUNICATIONS PROTECTION,HONEYPOTS,P0,
SC-27,SYSTEM AND COMMUNICATIONS PROTECTION,PLATFORM-INDEPENDENT APPLICATIONS,P0,
SC-28,SYSTEM AND COMMUNICATIONS PROTECTION,PROTECTION OF INFORMATION AT REST,P1,"MODERATE,HIGH"
SC-28 (1),SYSTEM AND COMMUNICATIONS PROTECTION,CRYPTOGRAPHIC PROTECTION,,
SC-28 (2),SYSTEM AND COMMUNICATIONS PROTECTION,OFF-LINE STORAGE,,
SC-29,SYSTEM AND COMMUNICATIONS PROTECTION,HETEROGENEITY,P0,
SC-29 (1),SYSTEM AND COMMUNICATIONS PROTECTION,VIRTUALIZATION TECHNIQUES,,
SC-30,SYSTEM AND COMMUNICATIONS PROTECTION,CONCEALMENT AND MISDIRECTION,P0,
SC-30 (2),SYSTEM AND COMMUNICATIONS PROTECTION,RANDOMNESS,,
SC-30 (3),SYSTEM AND COMMUNICATIONS PROTECTION,CHANGE PROCESSING / STORAGE LOCATIONS,,
SC-30 (4),SYSTEM AND COMMUNICATIONS PROTECTION,MISLEADING INFORMATION,,
SC-30 (5),SYSTEM AND COMMUNICATIONS PROTECTION,CONCEALMENT OF SYSTEM COMPONENTS,,
SC-31,SYSTEM AND COMMUNICATIONS PROTECTION,COVERT CHANNEL ANALYSIS,P0,
SC-31 (1),SYSTEM AND COMMUNICATIONS PROTECTION,TEST COVERT CHANNELS FOR EXPLOITABILITY,,
SC-31 (2),SYSTEM AND COMMUNICATIONS PROTECTION,MAXIMUM BANDWIDTH,,
SC-31 (3),SYSTEM AND COMMUNICATIONS PROTECTION,MEASURE BANDWIDTH IN OPERATIONAL ENVIRONMENTS,,
SC-32,SYSTEM AND COMMUNICATIONS PROTECTION,INFORMATION SYSTEM PARTITIONING,P0,
SC-34,SYSTEM AND COMMUNICATIONS PROTECTION,NON-MODIFIABLE EXECUTABLE PROGRAMS,P0,
SC-34 (1),SYSTEM AND COMMUNICATIONS PROTECTION,NO WRITABLE STORAGE,,
SC-34 (2),SYSTEM AND COMMUNICATIONS PROTECTION,INTEGRITY PROTECTION / READ-ONLY MEDIA,,
SC-34 (3),SYSTEM AND COMMUNICATIONS PROTECTION,HARDWARE-BASED PROTECTION,,
SC-35,SYSTEM AND COMMUNICATIONS PROTECTION,HONEYCLIENTS,P0,
SC-36,SYSTEM AND COMMUNICATIONS PROTECTION,DISTRIBUTED PROCESSING AND STORAGE,P0,
SC-36 (1),SYSTEM AND COMMUNICATIONS PROTECTION,POLLING TECHNIQUES,,
SC-37,SYSTEM AND COMMUNICATIONS PROTECTION,OUT-OF-BAND CHANNELS,P0,
SC-37 (1),SYSTEM AND COMMUNICATIONS PROTECTION,ENSURE DELIVERY / TRANSMISSION,,
SC-38,SYSTEM AND COMMUNICATIONS PROTECTION,OPERATIONS SECURITY,P0,
SC-39,SYSTEM AND COMMUNICATIONS PROTECTION,PROCESS ISOLATION,P1,"LOW,MODERATE,HIGH"
SC-39 (1),SYSTEM AND COMMUNICATIONS PROTECTION,HARDWARE SEPARATION,,
SC-39 (2),SYSTEM AND COMMUNICATIONS PROTECTION,THREAD ISOLATION,,
SC-40,SYSTEM AND COMMUNICATIONS PROTECTION,WIRELESS LINK PROTECTION,P0,
SC-40 (1),SYSTEM AND COMMUNICATIONS PROTECTION,ELECTROMAGNETIC INTERFERENCE,,
SC-40 (2),SYSTEM AND COMMUNICATIONS PROTECTION,REDUCE DETECTION POTENTIAL,,
SC-40 (3),SYSTEM AND COMMUNICATIONS PROTECTION,IMITATIVE OR MANIPULATIVE COMMUNICATIONS DECEPTION,,
SC-40 (4),SYSTEM AND COMMUNICATIONS PROTECTION,SIGNAL PARAMETER IDENTIFICATION,,
SC-41,SYSTEM AND COMMUNICATIONS PROTECTION,PORT AND I/O DEVICE ACCESS,P0,
SC-42,SYSTEM AND COMMUNICATIONS PROTECTION,SENSOR CAPABILITY AND DATA,P0,
SC-42 (1),SYSTEM AND COMMUNICATIONS PROTECTION,REPORTING TO AUTHORIZED INDIVIDUALS OR ROLES,,
SC-42 (2),SYSTEM AND COMMUNICATIONS PROTECTION,AUTHORIZED USE,,
SC-42 (3),SYSTEM AND COMMUNICATIONS PROTECTION,PROHIBIT USE OF DEVICES,,
SC-43,SYSTEM AND COMMUNICATIONS PROTECTION,USAGE RESTRICTIONS,P0,
SC-44,SYSTEM AND COMMUNICATIONS PROTECTION,DETONATION CHAMBERS,P0,
SI-1,SYSTEM AND INFORMATION INTEGRITY,SYSTEM AND INFORMATION INTEGRITY POLICY AND PROCEDURES,P1,"LOW,MODERATE,HIGH"
SI-2,SYSTEM AND INFORMATION INTEGRITY,FLAW REMEDIATION,P1,"LOW,MODERATE,HIGH"
SI-2 (1),SYSTEM AND INFORMATION INTEGRITY,CENTRAL MANAGEMENT,,HIGH
SI-2 (2),SYSTEM AND INFORMATION INTEGRITY,AUTOMATED FLAW REMEDIATION STATUS,,"MODERATE,HIGH"
SI-2 (3),SYSTEM AND INFORMATION INTEGRITY,TIME TO REMEDIATE FLAWS / BENCHMARKS FOR CORRECTIVE ACTIONS,,
SI-2 (5),SYSTEM AND INFORMATION INTEGRITY,AUTOMATIC SOFTWARE / FIRMWARE UPDATES,,
SI-2 (6),SYSTEM AND INFORMATION INTEGRITY,REMOVAL OF PREVIOUS VERSIONS OF SOFTWARE / FIRMWARE,,
SI-3,SYSTEM AND INFORMATION INTEGRITY,MALICIOUS CODE PROTECTION,P1,"LOW,MODERATE,HIGH"
SI-3 (1),SYSTEM AND INFORMATION INTEGRITY,CENTRAL MANAGEMENT,,"MODERATE,HIGH"
SI-3 (2),SYSTEM AND INFORMATION INTEGRITY,AUTOMATIC UPDATES,,"MODERATE,HIGH"
SI-3 (4),SYSTEM AND INFORMATION INTEGRITY,UPDATES ONLY BY PRIVILEGED USERS,,
SI-3 (6),SYSTEM AND INFORMATION INTEGRITY,TESTING / VERIFICATION,,
SI-3 (7),SYSTEM AND INFORMATION INTEGRITY,NONSIGNATURE-BASED DETECTION,,
SI-3 (8),SYSTEM AND INFORMATION INTEGRITY,DETECT UNAUTHORIZED COMMANDS,,
SI-3 (9),SYSTEM AND INFORMATION INTEGRITY,AUTHENTICATE REMOTE COMMANDS,,
SI-3 (10),SYSTEM AND INFORMATION INTEGRITY,MALICIOUS CODE ANALYSIS,,
SI-4,SYSTEM AND INFORMATION INTEGRITY,INFORMATION SYSTEM MONITORING,P1,"LOW,MODERATE,HIGH"
SI-4 (1),SYSTEM AND INFORMATION INTEGRITY,SYSTEM-WIDE INTRUSION DETECTION SYSTEM,,
SI-4 (2),SYSTEM AND INFORMATION INTEGRITY,AUTOMATED TOOLS FOR REAL-TIME ANALYSIS,,"MODERATE,HIGH"
SI-4 (3),SYSTEM AND INFORMATION INTEGRITY,AUTOMATED TOOL INTEGRATION,,
SI-4 (4),SYSTEM AND INFORMATION INTEGRITY,INBOUND AND OUTBOUND COMMUNICATIONS TRAFFIC,,"MODERATE,HIGH"
SI-4 (5),SYSTEM AND INFORMATION INTEGRITY,SYSTEM-GENERATED ALERTS,,"MODERATE,HIGH"
SI-4 (7),SYSTEM AND INFORMATION INTEGRITY,AUTOMATED RESPONSE TO SUSPICIOUS EVENTS,,
SI-4 (9),SYSTEM AND INFORMATION INTEGRITY,TESTING OF MONITORING TOOLS,,
SI-4 (10),SYSTEM AND INFORMATION INTEGRITY,VISIBILITY OF ENCRYPTED COMMUNICATIONS,,
SI-4 (11),SYSTEM AND INFORMATION INTEGRITY,ANALYZE COMMUNICATIONS TRAFFIC ANOMALIES,,
SI-4 (12),SYSTEM AND INFORMATION INTEGRITY,AUTOMATED ALERTS,,
SI-4 (13),SYSTEM AND INFORMATION INTEGRITY,ANALYZE TRAFFIC / EVENT PATTERNS,,
SI-4 (14),SYSTEM AND INFORMATION INTEGRITY,WIRELESS INTRUSION DETECTION,,
SI-4 (15),SYSTEM AND INFORMATION INTEGRITY,WIRELESS TO WIRELINE COMMUNICATIONS,,
SI-4 (16),SYSTEM AND INFORMATION INTEGRITY,CORRELATE MONITORING INFORMATION,,
SI-4 (17),SYSTEM AND INFORMATION INTEGRITY,INTEGRATED SITUATIONAL AWARENESS,,
SI-4 (18),SYSTEM AND INFORMATION INTEGRITY,ANALYZE TRAFFIC / COVERT EXFILTRATION,,
SI-4 (19),SYSTEM AND INFORMATION INTEGRITY,INDIVIDUALS POSING GREATER RISK,,
SI-4 (20),SYSTEM AND INFORMATION INTEGRITY,PRIVILEGED USERS,,
SI-4 (21),SYSTEM AND INFORMATION INTEGRITY,PROBATIONARY PERIODS,,
SI-4 (22),SYSTEM AND INFORMATION INTEGRITY,UNAUTHORIZED NETWORK SERVICES,,
SI-4 (23),SYSTEM AND INFORMATION INTEGRITY,HOST-BASED DEVICES,,
